case_id,variant,backend,source,best_energy,iterations,wasted_iterations,success,slip_count,dissociation_count,tokens_used,failure_class,raw_status,error,replaced_external_failure,full_energy,delta_vs_full_recomputed
001,no_slip,Grok-4,extra14,-4.743168592453003,3,0,True,2,0,26224,success,success,,False,-4.959049940109253,0.21588134765625
002,no_slip,Grok-4,extra14,-6.6301116943359375,5,0,True,5,2,34293,success,success,,False,-7.1137542724609375,0.483642578125
006,no_slip,Grok-4,extra14,-7.403881072998047,5,1,True,2,1,32049,success,success,,False,-7.403881072998047,0.0
007,no_slip,Grok-4,extra14,-10.710914611816406,5,0,True,1,0,32070,success,success,,False,-10.711036682128906,0.0001220703125
008,no_slip,Grok-4,extra14,-4.346961975097656,5,0,True,5,4,35413,success,success,,False,-4.346961975097656,0.0
009,no_slip,Grok-4,extra14,-8.395408630371094,5,0,True,4,2,37234,success,success,,False,-8.395408630371094,0.0
010,no_slip,Grok-4,extra14,-7.707033157348633,5,0,True,4,0,34361,success,success,,False,-7.707094192504883,6.103515625e-05
011,no_slip,Grok-4,extra14,-4.16278076171875,5,0,True,4,3,36143,success,success,,False,-3.356536865234375,-0.806243896484375
014,no_slip,Grok-4,extra14,-5.222879409790039,5,0,True,4,0,33530,success,success,,False,-5.222879409790039,0.0
017,no_slip,Grok-4,extra14,-5.363460540771484,5,0,True,4,1,35533,success,success,,False,-5.362634658813477,-0.0008258819580078
018,no_slip,Grok-4,extra14,-6.991722106933594,5,0,True,3,2,35314,success,success,,False,-6.991722106933594,0.0
020,no_slip,Grok-4,extra14,-6.2311859130859375,5,0,True,5,0,35046,success,success,,False,-6.2334442138671875,0.00225830078125
021,no_slip,Grok-4,extra14,-3.6048831939697266,5,0,True,4,0,35158,success,success,,False,-3.6088905334472656,0.004007339477539
022,no_slip,Grok-4,extra14,-3.3845176696777344,5,0,True,5,2,39458,success,success,,False,-3.3845252990722656,7.62939453125e-06
001,no_forbid,Grok-4,extra14,-4.959049940109253,5,0,True,3,0,33762,success,success,,False,-4.959049940109253,0.0
002,no_forbid,Grok-4,extra14,-7.1137542724609375,5,0,True,4,2,36519,success,success,,False,-7.1137542724609375,0.0
006,no_forbid,Grok-4,extra14,-7.403881072998047,5,1,True,2,1,32743,success,success,,False,-7.403881072998047,0.0
007,no_forbid,Grok-4,extra14,-10.710975646972656,5,0,True,1,0,33964,success,success,,False,-10.711036682128906,6.103515625e-05
008,no_forbid,Grok-4,extra14,,5,0,False,4,3,41175,invalid_physical_result,success,,False,-4.346961975097656,
009,no_forbid,Grok-4,extra14,-8.408592224121094,5,0,True,4,2,37530,success,success,,False,-8.395408630371094,-0.01318359375
010,no_forbid,Grok-4,extra14,-7.707033157348633,5,0,True,4,0,37029,success,success,,False,-7.707094192504883,6.103515625e-05
011,no_forbid,Grok-4,extra14,-4.162750244140625,5,0,True,4,3,39249,success,success,,False,-3.356536865234375,-0.80621337890625
014,no_forbid,Grok-4,extra14,-5.222879409790039,5,0,True,4,0,36221,success,success,,False,-5.222879409790039,0.0
017,no_forbid,Grok-4,extra14,-5.363460540771484,5,0,True,4,1,37099,success,success,,False,-5.362634658813477,-0.0008258819580078
018,no_forbid,Grok-4,extra14,-6.991722106933594,5,0,True,3,2,35756,success,success,,False,-6.991722106933594,0.0
020,no_forbid,Grok-4,extra14,-6.2333831787109375,5,0,True,4,0,37077,success,success,,False,-6.2334442138671875,6.103515625e-05
021,no_forbid,Grok-4,extra14,-3.6048831939697266,5,0,True,4,0,37026,success,success,,False,-3.6088905334472656,0.004007339477539
022,no_forbid,Grok-4,extra14,-3.384532928466797,5,0,True,5,1,39864,success,success,,False,-3.3845252990722656,-7.62939453125e-06
001,no_termination,Grok-4,extra14,-4.980229139328003,5,0,True,2,0,32158,success,success,,False,-4.959049940109253,-0.02117919921875
002,no_termination,Grok-4,extra14,-7.1241912841796875,5,0,True,4,2,37897,success,success,,False,-7.1137542724609375,-0.01043701171875
006,no_termination,Grok-4,extra14,-7.403881072998047,5,0,True,3,1,33251,success,success,,False,-7.403881072998047,0.0
007,no_termination,Grok-4,extra14,-10.710914611816406,5,0,True,1,0,32138,success,success,,False,-10.711036682128906,0.0001220703125
008,no_termination,Grok-4,extra14,-4.346961975097656,5,0,True,4,3,36519,success,success,,False,-4.346961975097656,0.0
009,no_termination,Grok-4,extra14,-8.395408630371094,5,0,True,5,2,39147,success,success,,False,-8.395408630371094,0.0
010,no_termination,Grok-4,extra14,-7.707033157348633,5,0,True,2,0,35104,success,success,,False,-7.707094192504883,6.103515625e-05
011,no_termination,Grok-4,extra14,-3.356536865234375,5,1,True,3,3,37034,success,success,,False,-3.356536865234375,0.0
014,no_termination,Grok-4,extra14,-5.222909927368164,5,0,True,4,0,36571,success,success,,False,-5.222879409790039,-3.0517578125e-05
017,no_termination,Grok-4,extra14,-5.362604141235352,5,0,True,4,2,36725,success,success,,False,-5.362634658813477,3.0517578125e-05
018,no_termination,Grok-4,extra14,-6.991722106933594,5,0,True,3,2,35650,success,success,,False,-6.991722106933594,0.0
020,no_termination,Grok-4,extra14,-6.176322937011719,5,0,True,4,0,36533,success,success,,False,-6.2334442138671875,0.0571212768554687
021,no_termination,Grok-4,extra14,-3.6088905334472656,5,0,True,4,0,35848,success,success,,False,-3.6088905334472656,0.0
022,no_termination,Grok-4,extra14,-3.3845176696777344,5,0,True,5,2,39668,success,success,,False,-3.3845252990722656,7.62939453125e-06
001,single_shot,Grok-4,extra14,-4.743199110031128,1,0,True,1,0,5575,success,success,,False,-4.959049940109253,0.215850830078125
002,single_shot,Grok-4,extra14,-6.576622009277344,1,0,True,1,0,6256,success,success,,False,-7.1137542724609375,0.5371322631835938
006,single_shot,Grok-4,extra14,-7.403881072998047,1,0,True,0,0,5922,success,success,,False,-7.403881072998047,0.0
007,single_shot,Grok-4,extra14,-10.710792541503906,1,0,True,0,0,5905,success,success,,False,-10.711036682128906,0.000244140625
008,single_shot,Grok-4,extra14,-4.346961975097656,1,0,True,1,0,2972,success,success,,False,-4.346961975097656,0.0
009,single_shot,Grok-4,dedicated_recovery,,1,0,False,1,1,8056,natural_failure,failed,,True,-8.395408630371094,
010,single_shot,Grok-4,dedicated_recovery,-7.707033157348633,1,0,True,1,0,9826,success,success,,True,-7.707094192504883,6.103515625e-05
011,single_shot,Grok-4,dedicated_recovery,,1,0,False,0,1,12751,natural_failure,failed,,True,-3.356536865234375,
014,single_shot,Grok-4,dedicated_recovery,-5.20787239074707,1,0,True,1,0,8028,success,success,,True,-5.222879409790039,0.0150070190429687
017,single_shot,Grok-4,extra14,,0,0,False,0,0,0,external_failure,error,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",False,-5.362634658813477,
018,single_shot,Grok-4,dedicated_recovery,-6.991722106933594,1,0,True,1,0,7758,success,success,,True,-6.991722106933594,0.0
020,single_shot,Grok-4,dedicated_recovery,-6.176261901855469,1,0,True,1,0,9450,success,success,,True,-6.2334442138671875,0.0571823120117187
021,single_shot,Grok-4,dedicated_recovery,-3.2959938049316406,1,0,True,1,0,9289,success,success,,True,-3.6088905334472656,0.312896728515625
022,single_shot,Grok-4,dedicated_recovery,-2.735858917236328,1,0,True,1,0,9076,success,success,,True,-3.3845252990722656,0.6486663818359375
